OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
41-9020,43-5080,0.0004230399222777081,0.0002468351908711543,Stock Clerks and Order Fillers,Real Estate Brokers and Sales Agents,6755456.99,11577879.11,2056030,28520,197080
41-9020,43-9021,0.0001820983394344725,0.0005036201847823452,Data Entry Keyers,Real Estate Brokers and Sales Agents,6755456.99,2442629.46,174930,33740,197080
41-9020,47-2110,0.00027988972512132,0.0003162369429642429,Electricians,Real Estate Brokers and Sales Agents,6755456.99,5979007.33,655840,59190,197080
41-9020,15-1190,5.4302543934929266e-05,9.272418896739207e-05,Miscellaneous Computer Occupations,Real Estate Brokers and Sales Agents,6755456.99,3956233.04,381380,93350,197080
41-9020,25-2020,0.0006610882145517146,0.00016532904104515534,Elementary and Middle School Teachers,Real Estate Brokers and Sales Agents,6755456.99,27021851.52,2032880,62150,197080
41-9020,25-2010,0.0009211103718388117,0.001043649109176988,Preschool and Kindergarten Teachers,Real Estate Brokers and Sales Agents,6755456.99,5962273.57,555680,40070,197080
41-9020,43-9022,5.989868643956831e-05,0.0005160310598812213,Word Processors and Typists,Real Estate Brokers and Sales Agents,6755456.99,784144.66,53130,41160,197080
41-9020,39-2020,0.00041751031857283717,0.0017543620120764954,Nonfarm Animal Caretakers,Real Estate Brokers and Sales Agents,6755456.99,1607691.56,199850,25890,197080
41-9020,47-2150,0.00019962787151132466,0.00028553699949323007,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Real Estate Brokers and Sales Agents,6755456.99,4722951.85,476140,56980,197080
41-9020,41-9091,0.00032023288775316443,0.0017189505642760145,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Real Estate Brokers and Sales Agents,6755456.99,1258511.76,9430,34120,197080
41-9020,51-6030,0.000711061147618971,0.003154940281918894,Sewing Machine Operators,Real Estate Brokers and Sales Agents,6755456.99,1522546.41,136450,26990,197080
41-9020,29-1060,9.928506701957406e-05,8.88977710610526e-05,Physicians and Surgeons,Real Estate Brokers and Sales Agents,6755456.99,7544801.09,679280,210980,197080
41-9020,29-1127,0.0004416019529716524,0.0023885351070679914,Speech-Language Pathologists,Real Estate Brokers and Sales Agents,6755456.99,1248975.99,146900,80700,197080
41-9020,23-2090,0.00031080732259979943,0.0013024445173977874,Miscellaneous Legal Support Workers,Real Estate Brokers and Sales Agents,6755456.99,1612080.57,109820,60710,197080
41-9020,27-3041,0.00013838923131090795,0.0006487130652597784,Editors,Real Estate Brokers and Sales Agents,6755456.99,1441134.07,95750,69480,197080
41-9020,43-9070,0.000378447454226187,0.007589677884537027,"Office Machine Operators, Except Computer",Real Estate Brokers and Sales Agents,6755456.99,336850.33,48580,34530,197080
41-9020,43-5110,0.0003881621189923378,0.004441527197161216,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Real Estate Brokers and Sales Agents,6755456.99,590385.33,65830,34100,197080
41-9020,51-6010,0.0003280408717397519,0.001631013414649001,Laundry and Dry-Cleaning Workers,Real Estate Brokers and Sales Agents,6755456.99,1358704.95,213350,24480,197080
41-9020,33-9010,0.00038428221863344284,0.026268886945820257,Animal Control Workers,Real Estate Brokers and Sales Agents,6755456.99,98824.21,12080,38490,197080
41-9020,49-9030,0.00012601072011265963,0.0022516138690907906,Home Appliance Repairers,Real Estate Brokers and Sales Agents,6755456.99,378066.6,31130,41020,197080
43-3050,11-3020,0.002655585602099448,0.0006004873820130289,Computer and Information Systems Managers,Payroll and Timekeeping Clerks,1220214.29,5396255.77,391430,152860,144030
43-3050,13-2010,0.006184010924835178,0.0005044597254433232,Accountants and Auditors,Payroll and Timekeeping Clerks,1220214.29,14958217.91,1259930,78820,144030
43-3050,15-1132,0.002934761673229263,0.0004632422548777813,"Software Developers, Applications",Payroll and Timekeeping Clerks,1220214.29,7733596.5582737345,903160,108080,144030
43-3050,15-1133,0.001317094367565013,0.00046324225487778147,"Software Developers, Systems Software",Payroll and Timekeeping Clerks,1220214.29,3470767.851726264,405330,114000,144030
43-3050,43-3010,0.0024712061026592306,0.002286250942213864,Bill and Account Collectors,Payroll and Timekeeping Clerks,1220214.29,1318928.27,251330,38220,144030
43-3050,43-3030,0.0016771738511601926,0.0002101274090040283,"Bookkeeping, Accounting, and Auditing Clerks",Payroll and Timekeeping Clerks,1220214.29,9739383.88,1530430,42110,144030
43-3050,43-4050,0.0031366236499328327,0.00022370444926966737,Customer Service Representatives,Payroll and Timekeeping Clerks,1220214.29,17108971.29,2871400,36470,144030
43-3050,53-3040,0.0021834267323651816,0.0006602844053536141,Taxi Drivers and Chauffeurs,Payroll and Timekeeping Clerks,1220214.29,4035001.4,207920,28450,144030
43-3050,13-1070,0.00940172852753593,0.002149167417346603,Human Resources Workers,Payroll and Timekeeping Clerks,1220214.29,5337938.5,671140,67240,144030
43-3050,43-4170,0.00039902950161319615,4.716370087718808e-05,Receptionists and Information Clerks,Payroll and Timekeeping Clerks,1220214.29,10323649.14,1043630,30350,144030
43-3050,43-6010,0.010849784016215709,0.0005672132513503386,Secretaries and Administrative Assistants,Payroll and Timekeeping Clerks,1220214.29,23340536.33,3498120,42320,144030
43-3050,39-9020,0.0006252262461210809,7.490590109934152e-05,Personal Care Aides,Payroll and Timekeeping Clerks,1220214.29,10187701.91,2211950,25090,144030
43-3050,43-3020,0.002809313518201791,0.0008967644862684942,Billing and Posting Clerks,Payroll and Timekeeping Clerks,1220214.29,3822591.72,469250,39520,144030
43-3050,51-4120,0.004126721872762201,0.001065795061927227,"Welding, Soldering, and Brazing Workers",Payroll and Timekeeping Clerks,1220214.29,4724627.82,424270,43930,144030
43-3050,25-2020,0.0027865121953292316,0.00012587284646241385,Elementary and Middle School Teachers,Payroll and Timekeeping Clerks,1220214.29,27021851.52,2032880,62150,144030
43-3050,39-9010,0.0004842010168558179,6.325326357116306e-05,Childcare Workers,Payroll and Timekeeping Clerks,1220214.29,9340688.0,564630,24610,144030
