OCC_source,OCC_target,transition_prob_BLS_ASECnorm_corr,transition_prob_BLS_ASECnorm_in_corr,OCC_TITLE_OCC,OCC_TITLE_OCCLY,EMPOCCLY_unadj_BLS,EMPOCC_unadj_BLS,TOT_EMP_OCC,A_MEAN_OCC,TOT_EMP_OCCLY
53-2010,51-9060,0.0006431763332851724,9.73411148985013e-05,"Inspectors, Testers, Sorters, Samplers, and Weighers",Aircraft Pilots and Flight Engineers,900729.66,5951524.19,557510,42010,120760
53-2010,53-2010,0.9897426143378025,0.9858962569550522,Aircraft Pilots and Flight Engineers,Aircraft Pilots and Flight Engineers,900729.66,904243.75,120760,146660,120760
27-2030,25-3000,0.033837394990518785,0.0006485870781657996,Other Teachers and Instructors,Dancers and Choreographers,138310.13,7215768.95,1203570,40250,14810
27-2030,35-3030,0.023306347843068335,0.0002231046099916509,Waiters and Waitresses,Dancers and Choreographers,138310.13,14448397.1,2582410,25830,14810
27-2030,15-1134,0.01469534444078681,0.0012355747860299656,Web Developers,Dancers and Choreographers,138310.13,1644995.53,127300,75580,14810
27-2030,31-1010,0.01857700878453372,0.00016216938886988167,"Nursing, Psychiatric, and Home Health Aides",Dancers and Choreographers,138310.13,15843856.34,2355640,28180,14810
27-2030,29-1140,0.02931694880194243,0.00016875483860420072,Registered Nurses,Dancers and Choreographers,138310.13,24027939.19,2951960,75510,14810
27-2030,27-2030,0.8802669551391501,0.8166095519902966,Dancers and Choreographers,Dancers and Choreographers,138310.13,149091.86,14810,46670,14810
27-3042,25-3000,0.006784680325533686,0.000478824852062371,Other Teachers and Instructors,Technical Writers,509248.68,7215768.95,1203570,40250,50350
27-3042,27-3043,0.016852538527934918,0.004699811683512445,Writers and Authors,Technical Writers,509248.68,1826058.91,45210,73090,50350
27-3042,43-9060,0.0007723083347020164,4.2371738637590644e-05,"Office Clerks, General",Technical Writers,509248.68,9282059.52,2972930,35200,50350
27-3042,41-3010,0.010568790281400436,0.0029664237991235964,Advertising Sales Agents,Technical Writers,509248.68,1814353.87,133110,63360,50350
27-3042,41-9020,0.004797966290261175,0.000358583225503603,Real Estate Brokers and Sales Agents,Technical Writers,509248.68,6813921.64,197080,65240,50350
27-3042,43-6010,0.0027948162771870124,6.097788327900004e-05,Secretaries and Administrative Assistants,Technical Writers,509248.68,23340536.33,3498120,42320,50350
27-3042,15-1134,0.005952045864900425,0.0018426016634829397,Web Developers,Technical Writers,509248.68,1644995.53,127300,75580,50350
27-3042,17-1010,0.006732420003523623,0.0019345162702420953,"Architects, Except Naval",Technical Writers,509248.68,1772265.27,123020,86480,50350
27-3042,27-3042,0.932281397371516,0.8958511318500887,Technical Writers,Technical Writers,509248.68,529957.55,50350,75500,50350
27-3042,17-2080,0.012463036723040695,0.01665396650463464,Environmental Engineers,Technical Writers,509248.68,381097.5,53070,92640,50350
31-2020,25-3000,0.005572306595515238,0.0004748380281771633,Other Teachers and Instructors,Physical Therapist Assistants and Aides,614883.88,7215768.95,1203570,40250,141510
31-2020,33-9030,0.007181686890214132,0.0005902322327487532,Security Guards and Gaming Surveillance Officers,Physical Therapist Assistants and Aides,614883.88,7481637.32,1124610,32090,141510
31-2020,11-9050,0.004916192468730844,0.00034801472487485383,Food Service Managers,Physical Therapist Assistants and Aides,614883.88,8686090.8,219160,58960,141510
31-2020,37-2011,0.002651132453759632,9.130530724180395e-05,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Physical Therapist Assistants and Aides,614883.88,17853711.452331517,2156270,28950,141510
31-2020,37-2019,1.6782665433280065e-05,9.130530724180395e-05,"Building Cleaning Workers, All Other",Physical Therapist Assistants and Aides,614883.88,113020.70766848496,13650,32710,141510
31-2020,51-2090,0.014522234669739592,0.0011054645005401423,Miscellaneous Assemblers and Fabricators,Physical Therapist Assistants and Aides,614883.88,8077589.1,1376130,34300,141510
31-2020,29-1070,0.0013352935842130063,0.0009516225545847724,Physician Assistants,Physical Therapist Assistants and Aides,614883.88,862790.08,114710,108430,141510
31-2020,29-1123,0.007545841826264822,0.002204017651763447,Physical Therapists,Physical Therapist Assistants and Aides,614883.88,2105163.04,228600,88880,141510
31-2020,31-2020,0.9562585288461294,0.9601583511548689,Physical Therapist Assistants and Aides,Physical Therapist Assistants and Aides,614883.88,612386.44,141510,47980,141510
33-1012,25-3000,0.000748820184426401,9.612412825385714e-05,Other Teachers and Instructors,First-Line Supervisors of Police and Detectives,926269.77,7215768.95,1203570,40250,116660
33-1012,33-9030,0.0019349443953028934,0.0002395572550955998,Security Guards and Gaming Surveillance Officers,First-Line Supervisors of Police and Detectives,926269.77,7481637.32,1124610,32090,116660
33-1012,21-1010,0.002134277252727357,0.0003046594455403719,Counselors,First-Line Supervisors of Police and Detectives,926269.77,6488938.81,735100,51920,116660
33-1012,41-3090,0.000901967792816989,0.00021746130360324287,"Miscellaneous Sales Representatives, Services",First-Line Supervisors of Police and Detectives,926269.77,3841904.22,1033820,64860,116660
33-1012,43-1010,0.006225738102194569,0.0004998406302736998,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Police and Detectives,926269.77,11537103.33,1477560,59340,116660
33-1012,47-2030,0.005320892098205904,0.0004923713522914165,Carpenters,First-Line Supervisors of Police and Detectives,926269.77,10009886.8,718730,51120,116660
33-1012,25-2030,0.00025097332065581715,2.439908355149188e-05,Secondary School Teachers,First-Line Supervisors of Police and Detectives,926269.77,9527775.89,1129040,64230,116660
33-1012,33-3050,0.002169552073366272,0.00036488616441120923,Police Officers,First-Line Supervisors of Police and Detectives,926269.77,5507445.05,665800,65460,116660
33-1012,39-9020,0.0025825753765018155,0.00023487306855677928,Personal Care Aides,First-Line Supervisors of Police and Detectives,926269.77,10187701.91,2211950,25090,116660
33-1012,43-5080,0.001683435593498857,0.00013468058227116865,Stock Clerks and Order Fillers,First-Line Supervisors of Police and Detectives,926269.77,11577879.11,2056030,28520,116660
33-1012,49-9070,0.004344224685212387,0.0010079530677366748,"Maintenance and Repair Workers, General",First-Line Supervisors of Police and Detectives,926269.77,3992173.97,1384240,41020,116660
33-1012,25-2020,0.002989741854578715,0.00010251942941051024,Elementary and Middle School Teachers,First-Line Supervisors of Police and Detectives,926269.77,27021851.52,2032880,62150,116660
33-1012,53-1000,0.006024698398610159,0.0035634490387757745,Supervisors of Transportation and Material Moving Workers,First-Line Supervisors of Police and Detectives,926269.77,1566037.83,419980,58070,116660
33-1012,43-5030,0.0014428539538756619,0.0005819093291380992,Dispatchers,First-Line Supervisors of Police and Detectives,926269.77,2296701.45,294900,43050,116660
33-1012,33-9020,0.014188091769420479,0.016808055593505056,Private Detectives and Investigators,First-Line Supervisors of Police and Detectives,926269.77,781887.02,30990,56810,116660
33-1012,33-1011,0.0025660423960505584,0.0064502802103344175,First-Line Supervisors of Correctional Officers,First-Line Supervisors of Police and Detectives,926269.77,368487.48,43760,68350,116660
33-1012,33-1012,0.9444911707525552,0.9783587290284192,First-Line Supervisors of Police and Detectives,First-Line Supervisors of Police and Detectives,926269.77,894205.36,116660,93100,116660
33-1020,25-3000,0.0041922315482910396,0.00024217162607458495,Other Teachers and Instructors,First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,7215768.95,1203570,40250,65920
33-1020,47-2073,0.0006428963467691195,0.00010173233003257911,Operating Engineers and Other Construction Equipment Operators,First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,2634162.61,383480,53030,65920
33-1020,33-3050,0.022592624819837304,0.0017099252765127456,Police Officers,First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,5507445.05,665800,65460,65920
33-1020,37-1012,0.002780455118107894,0.0006390424021161364,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,1813622.22,101390,51280,65920
33-1020,13-1030,0.006337301746667083,0.0009536982575991907,"Claims Adjusters, Appraisers, Examiners, and Investigators",First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,2769835.72,302930,67440,65920
33-1020,33-1020,0.9628354298395531,0.9781457474896188,First-Line Supervisors of Fire Fighting and Prevention Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,410307.17,65920,80310,65920
33-1020,33-2020,0.000619060580774614,0.0019443413415988408,Fire Inspectors,First-Line Supervisors of Fire Fighting and Prevention Workers,416831.58,132715.38,14660,62030,65920
43-2020,25-3000,0.011008334777575929,0.00042015452836804035,Other Teachers and Instructors,Telephone Operators,275403.87,7215768.95,1203570,40250,5160
43-2020,41-2010,0.002511201095322299,3.0307724247624943e-05,Cashiers,Telephone Operators,275403.87,22819083.82,3657570,23270,5160
43-2020,43-3030,0.022631820678482115,0.000639967689619397,"Bookkeeping, Accounting, and Auditing Clerks",Telephone Operators,275403.87,9739383.88,1530430,42110,5160
43-2020,43-4050,0.03202528526559921,0.0005155124379193462,Customer Service Representatives,Telephone Operators,275403.87,17108971.29,2871400,36470,5160
43-2020,13-1070,0.002662934620345023,0.00013739058627220977,Human Resources Workers,Telephone Operators,275403.87,5337938.5,671140,67240,5160
43-2020,37-3010,0.004866503873021101,0.00014852176778344003,Grounds Maintenance Workers,Telephone Operators,275403.87,9023956.69,994880,31600,5160
43-2020,43-4170,0.009957850265502804,0.0002656454576099629,Receptionists and Information Clerks,Telephone Operators,275403.87,10323649.14,1043630,30350,5160
43-2020,31-1010,0.02098126834601126,0.00036470429774169483,"Nursing, Psychiatric, and Home Health Aides",Telephone Operators,275403.87,15843856.34,2355640,28180,5160
43-2020,29-2070,0.0015857166422534295,0.0003651443132014754,Medical Records and Health Information Technicians,Telephone Operators,275403.87,1195999.73,208650,44010,5160
43-2020,43-2020,0.8917690844358869,0.8734912047912358,Telephone Operators,Telephone Operators,275403.87,281166.72,5160,39360,5160
51-6042,25-3000,0.22289946866609509,0.0005678904117349821,Other Teachers and Instructors,Shoe Machine Operators and Tenders,18383.92,7215768.95,1203570,40250,3810
51-6042,51-6042,0.7771005313339049,0.9076221394899684,Shoe Machine Operators and Tenders,Shoe Machine Operators and Tenders,18383.92,15740.2,3810,30110,3810
53-2020,25-3000,0.0018031497913578846,7.666043686168748e-05,Other Teachers and Instructors,Air Traffic Controllers and Airfield Operations Specialists,306776.51,7215768.95,1203570,40250,32360
53-2020,53-2020,0.995865356509858,0.9960360722425539,Air Traffic Controllers and Airfield Operations Specialists,Air Traffic Controllers and Airfield Operations Specialists,306776.51,306723.93,32360,101100,32360
53-2020,43-5030,0.0023314936987841738,0.00031142380303717746,Dispatchers,Air Traffic Controllers and Airfield Operations Specialists,306776.51,2296701.45,294900,43050,32360
21-2090,25-9040,0.005415435149448719,0.00044505818798122875,Teacher Assistants,Miscellaneous Religious Workers,671735.77,8173631.22,1331560,28750,8460
21-2090,43-5060,0.006699279986236256,0.002138904446669446,"Production, Planning, and Expediting Clerks",Miscellaneous Religious Workers,671735.77,2103949.06,350150,50020,8460
21-2090,21-1010,0.008978191677956944,0.0009294235431386354,Counselors,Miscellaneous Religious Workers,671735.77,6488938.81,735100,51920,8460
21-2090,21-2090,0.9513473824685561,0.9155659789280046,Miscellaneous Religious Workers,Miscellaneous Religious Workers,671735.77,697988.0,8460,35860,8460
21-2090,25-2030,0.010028222108821152,0.0007070186765276654,Secondary School Teachers,Miscellaneous Religious Workers,671735.77,9527775.89,1129040,64230,8460
21-2090,39-9030,0.0010330706372834663,0.00022913659632790726,Recreation and Fitness Workers,Miscellaneous Religious Workers,671735.77,3028545.03,662040,35890,8460
21-2090,21-2020,0.007792736718486794,0.00879698795767895,"Directors, Religious Activities and Education",Miscellaneous Religious Workers,671735.77,595051.4,21700,46980,8460
21-2090,29-2060,0.007791675289228679,0.0011010047453700903,Licensed Practical and Licensed Vocational Nurses,Miscellaneous Religious Workers,671735.77,4753791.5,701690,47050,8460
21-2090,23-2010,0.000914005963981939,0.00018455011769572948,Paralegals and Legal Assistants,Miscellaneous Religious Workers,671735.77,3326849.68,309940,54500,8460
39-3030,25-9040,0.0037585762714567312,0.00014071616017929418,Teacher Assistants,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,8173631.22,1331560,28750,133970
39-3030,41-2010,0.00950260713685127,0.00012743250443084616,Cashiers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,22819083.82,3657570,23270,133970
39-3030,41-2030,0.02197888814229024,0.0002786876464080675,Retail Salespersons,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,24133685.46,4448120,28310,133970
39-3030,43-4050,0.019124550235315823,0.00034206054243720696,Customer Service Representatives,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,17108971.29,2871400,36470,133970
39-3030,53-3020,0.008596292042986044,0.0005475727113979428,Bus Drivers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,4804022.27,678260,36280,133970
39-3030,35-2010,0.009243117267859398,0.0001830833584444939,Cooks,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,15449173.12,2403510,26560,133970
39-3030,35-3030,0.00959773147297595,0.00020327528234948637,Waiters and Waitresses,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,14448397.1,2582410,25830,133970
39-3030,35-9030,0.014990845724594247,0.002420301184859657,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Ushers, Lobby Attendants, and Ticket Takers",306010.02,1895362.87,416950,23260,133970
39-3030,37-2011,0.0026316769776238208,4.5106560991890465e-05,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Ushers, Lobby Attendants, and Ticket Takers",306010.02,17853711.452331517,2156270,28950,133970
39-3030,37-2019,1.6659504952795795e-05,4.5106560991890465e-05,"Building Cleaning Workers, All Other","Ushers, Lobby Attendants, and Ticket Takers",306010.02,113020.70766848496,13650,32710,133970
39-3030,43-9190,0.012701530165580852,0.0008675624441559601,Miscellaneous Office and Administrative Support Workers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,4480133.42,196570,37480,133970
39-3030,25-2030,0.015805278206249586,0.0005076288061179406,Secondary School Teachers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,9527775.89,1129040,64230,133970
39-3030,43-4150,0.052865830994684414,0.01919547531158302,Order Clerks,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,842775.38,159210,35790,133970
39-3030,35-3040,0.0011426570280280365,0.00023996682590199852,"Food Servers, Nonrestaurant","Ushers, Lobby Attendants, and Ticket Takers",306010.02,1457136.83,266190,24980,133970
39-3030,39-2020,0.010593193974497959,0.0020163217750549115,Nonfarm Animal Caretakers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,1607691.56,199850,25890,133970
39-3030,39-7010,0.00568608505041763,0.004751102563611769,Tour and Travel Guides,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,366230.57,49740,29630,133970
39-3030,31-9096,0.005686237006226135,0.0046511068756851515,Veterinary Assistants and Laboratory Animal Caretakers,"Ushers, Lobby Attendants, and Ticket Takers",306010.02,374114.28,89480,28690,133970
39-3030,39-3030,0.796078242797409,0.7922259501955182,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",306010.02,307498.03,133970,23610,133970
29-1050,33-9030,0.0017681492653539843,0.0005806711571525362,Security Guards and Gaming Surveillance Officers,Pharmacists,2457015.98,7481637.32,1124610,32090,309550
29-1050,47-2060,0.0015489679476972714,0.00031199032901455985,Construction Laborers,Pharmacists,2457015.98,12199027.18,1001470,40350,309550
29-1050,21-1020,0.0024481387377871264,0.0009173604703712843,Social Workers,Pharmacists,2457015.98,6556981.9,662550,53060,309550
29-1050,29-1050,0.9927200563017909,0.9890321496742422,Pharmacists,Pharmacists,2457015.98,2466177.71,309550,123670,309550
29-1050,29-1060,0.0013412680368485028,0.00043679309244718607,Physicians and Surgeons,Pharmacists,2457015.98,7544801.09,679280,210980,309550
29-1050,19-1040,0.00017341971052219207,0.0003051606996820376,Medical Scientists,Pharmacists,2457015.98,1396297.1,127380,95270,309550
33-9091,33-9030,0.003914173786064062,0.00027200690343006354,Security Guards and Gaming Surveillance Officers,Crossing Guards,519919.94,7481637.32,1124610,32090,79880
33-9091,41-2010,0.0017371914991373481,3.958092739938934e-05,Cashiers,Crossing Guards,519919.94,22819083.82,3657570,23270,79880
33-9091,41-2030,0.013240081732583673,0.0002852354445163138,Retail Salespersons,Crossing Guards,519919.94,24133685.46,4448120,28310,79880
33-9091,53-3040,0.0011187357038085516,0.00014415187067840917,Taxi Drivers and Chauffeurs,Crossing Guards,519919.94,4035001.4,207920,28450,79880
33-9091,43-4110,0.0034025950226105966,0.001408838008734527,"Interviewers, Except Eligibility and Loan",Crossing Guards,519919.94,1255699.37,192820,35520,79880
33-9091,47-2060,0.005516136772903921,0.00023510519181240786,Construction Laborers,Crossing Guards,519919.94,12199027.18,1001470,40350,79880
33-9091,51-2090,0.00272728720502622,0.0001755438389407552,Miscellaneous Assemblers and Fabricators,Crossing Guards,519919.94,8077589.1,1376130,34300,79880
33-9091,53-7062,0.011727585404783667,0.000421875105850169,"Laborers and Freight, Stock, and Material Movers, Hand",Crossing Guards,519919.94,14454385.23,2893180,30890,79880
33-9091,39-9010,0.0053918791804753625,0.00030012195033171,Childcare Workers,Crossing Guards,519919.94,9340688.0,564630,24610,79880
33-9091,47-1010,0.0010107556174898775,0.00010165328453818864,First-Line Supervisors of Construction Trades and Extraction Workers,Crossing Guards,519919.94,5169650.96,598210,70540,79880
33-9091,51-4040,0.00639944488376422,0.0010554531750018594,Machinists,Crossing Guards,519919.94,3152389.02,384350,45250,79880
33-9091,53-4030,0.0010604825042871025,0.0012902940153882083,Railroad Conductors and Yardmasters,Crossing Guards,519919.94,427318.11,42360,66080,79880
33-9091,13-2082,0.0039410942769381,0.0016307793681887388,Tax Preparers,Crossing Guards,519919.94,1256487.26,68090,46860,79880
33-9091,33-9091,0.9382809437930002,0.9457116348102146,Crossing Guards,Crossing Guards,519919.94,515834.8,79880,31970,79880
33-9091,47-4060,0.0005316126171271677,0.004437530103072922,Rail-Track Laying and Maintenance Equipment Operators,Crossing Guards,519919.94,62286.0,14410,57120,79880
33-9093,33-9030,0.0094739988526045,0.00037009131578701,Security Guards and Gaming Surveillance Officers,Transportation Security Screeners,292261.91,7481637.32,1124610,32090,45250
33-9093,41-1010,0.0037192650249907684,3.0339148275976877e-05,First-Line Supervisors of Sales Workers,Transportation Security Screeners,292261.91,35828280.02,1429100,51930,45250
33-9093,43-5052,0.006536676298324334,0.0007007475032758219,Postal Service Mail Carriers,Transportation Security Screeners,292261.91,2726262.3,342410,51780,45250
33-9093,35-1012,0.015694005421370165,0.0010108993100001054,First-Line Supervisors of Food Preparation and Serving Workers,Transportation Security Screeners,292261.91,4537306.49,964400,36190,45250
33-9093,37-2011,0.0029361837973696696,4.806477840876322e-05,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Transportation Security Screeners,292261.91,17853711.452331517,2156270,28950,45250
33-9093,37-2019,1.8587147636472153e-05,4.806477840876322e-05,"Building Cleaning Workers, All Other",Transportation Security Screeners,292261.91,113020.70766848496,13650,32710,45250
33-9093,33-9093,0.9616212834577041,0.9610756054869602,Transportation Security Screeners,Transportation Security Screeners,292261.91,292427.85,45250,41860,45250
43-5010,33-9030,0.021860711007954836,0.0005171288495443934,Security Guards and Gaming Surveillance Officers,Cargo and Freight Agents,176982.83000000002,7481637.32,1124610,32090,92280
43-5010,41-4010,0.017040356400674573,0.00029204783655325254,"Sales Representatives, Wholesale and Manufacturing",Cargo and Freight Agents,176982.83000000002,10326563.4,1663160,73680,92280
43-5010,43-3030,0.012027940789510484,0.00021857019152632474,"Bookkeeping, Accounting, and Auditing Clerks",Cargo and Freight Agents,176982.83000000002,9739383.88,1530430,42110,92280
43-5010,43-4050,0.010257003461861243,0.00010610301865787982,Customer Service Representatives,Cargo and Freight Agents,176982.83000000002,17108971.29,2871400,36470,92280
43-5010,49-9041,0.004554403201515021,0.00024032677178924145,Industrial Machinery Mechanics,Cargo and Freight Agents,176982.83000000002,3353979.923102652,362440,54000,92280
43-5010,49-9045,1.4073864876108525e-05,0.00024032677178924147,"Refractory Materials Repairers, Except Brickmasons",Cargo and Freight Agents,176982.83000000002,10364.356897348343,1120,52510,92280
43-5010,43-4150,0.12189786997981668,0.02559855272468923,Order Clerks,Cargo and Freight Agents,176982.83000000002,842775.38,159210,35790,92280
43-5010,43-9021,0.001966676654452864,0.00014249725785260938,Data Entry Keyers,Cargo and Freight Agents,176982.83000000002,2442629.46,174930,33740,92280
43-5010,43-5010,0.8074647551968741,0.8440023976931873,Cargo and Freight Agents,Cargo and Freight Agents,176982.83000000002,169321.08000000002,92280,46070,92280
43-5010,29-1199,0.002916209442463995,0.002110387048155207,"Health Diagnosing and Treating Practitioners, All Other",Cargo and Freight Agents,176982.83000000002,244561.3,36680,85600,92280
45-2040,33-9030,0.0028063011978865736,0.00031556728815077066,Security Guards and Gaming Surveillance Officers,"Graders and Sorters, Agricultural Products",841306.7,7481637.32,1124610,32090,38210
45-2040,41-1010,0.003783808568266484,8.885002289317263e-05,First-Line Supervisors of Sales Workers,"Graders and Sorters, Agricultural Products",841306.7,35828280.02,1429100,51930,38210
45-2040,43-4050,0.0013913225699973624,6.841609470022087e-05,Customer Service Representatives,"Graders and Sorters, Agricultural Products",841306.7,17108971.29,2871400,36470,38210
45-2040,51-1010,0.0032745400696321566,0.00043978337995511724,First-Line Supervisors of Production and Operating Workers,"Graders and Sorters, Agricultural Products",841306.7,6264203.3,622790,64340,38210
45-2040,35-2010,0.009523718876837662,0.0005186276597306976,Cooks,"Graders and Sorters, Agricultural Products",841306.7,15449173.12,2403510,26560,38210
45-2040,35-3030,0.002764589893317146,0.0001609775799974379,Waiters and Waitresses,"Graders and Sorters, Agricultural Products",841306.7,14448397.1,2582410,25830,38210
45-2040,37-3010,0.0032359976450918562,0.00030169321435429014,Grounds Maintenance Workers,"Graders and Sorters, Agricultural Products",841306.7,9023956.69,994880,31600,38210
45-2040,51-9060,0.005606098822224999,0.0007924774140924729,"Inspectors, Testers, Sorters, Samplers, and Weighers","Graders and Sorters, Agricultural Products",841306.7,5951524.19,557510,42010,38210
45-2040,53-7062,0.003805769643817172,0.00022153159085050767,"Laborers and Freight, Stock, and Material Movers, Hand","Graders and Sorters, Agricultural Products",841306.7,14454385.23,2893180,30890,38210
45-2040,43-5070,0.0015639896841425371,0.00027908647636988864,"Shipping, Receiving, and Traffic Clerks","Graders and Sorters, Agricultural Products",841306.7,4714649.8,655590,34980,38210
45-2040,33-3050,0.0004883944226285135,7.46061914861956e-05,Police Officers,"Graders and Sorters, Agricultural Products",841306.7,5507445.05,665800,65460,38210
45-2040,43-5080,0.005324750177313458,0.0003869230242809125,Stock Clerks and Order Fillers,"Graders and Sorters, Agricultural Products",841306.7,11577879.11,2056030,28520,38210
45-2040,39-9010,0.0023344512768054743,0.00021026176016156412,Childcare Workers,"Graders and Sorters, Agricultural Products",841306.7,9340688.0,564630,24610,38210
45-2040,51-9110,0.0007964390394133319,0.00032913669529456444,Packaging and Filling Machine Operators and Tenders,"Graders and Sorters, Agricultural Products",841306.7,2035778.78,395330,32740,38210
45-2040,45-2090,0.005784569408516537,0.0009191464192857201,Miscellaneous Agricultural Workers,"Graders and Sorters, Agricultural Products",841306.7,5294691.79,357850,27290,38210
45-2040,35-3022,0.0013067392664292345,0.0008890810712645342,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","Graders and Sorters, Agricultural Products",841306.7,1236522.22,473860,23240,38210
45-2040,35-9020,0.0003734304029671938,0.00017505516388871393,Dishwashers,"Graders and Sorters, Agricultural Products",841306.7,1794688.56,504770,23190,38210
45-2040,51-6030,0.00241356273520703,0.0013336516290495212,Sewing Machine Operators,"Graders and Sorters, Agricultural Products",841306.7,1522546.41,136450,26990,38210
45-2040,31-9092,0.000995912667758381,0.0002165797637008766,Medical Assistants,"Graders and Sorters, Agricultural Products",841306.7,3868634.75,673660,34540,38210
45-2040,19-2030,0.004519836226194324,0.004178219606606806,Chemists and Materials Scientists,"Graders and Sorters, Agricultural Products",841306.7,910093.02,92300,85400,38210
45-2040,37-2020,0.003953159412613735,0.005229008162270684,Pest Control Workers,"Graders and Sorters, Agricultural Products",841306.7,636032.57,77300,37950,38210
45-2040,45-2040,0.9339526179929388,0.9213753369817458,"Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",841306.7,852791.0,38210,26510,38210
47-5070,33-9030,0.027250751369505433,0.00026825498405742013,Security Guards and Gaming Surveillance Officers,"Roustabouts, Oil and Gas",73648.85,7481637.32,1124610,32090,54810
47-5070,53-7062,0.009023182303593337,4.597952948469842e-05,"Laborers and Freight, Stock, and Material Movers, Hand","Roustabouts, Oil and Gas",73648.85,14454385.23,2893180,30890,54810
47-5070,43-5070,0.005549570699338822,8.66913805559853e-05,"Shipping, Receiving, and Traffic Clerks","Roustabouts, Oil and Gas",73648.85,4714649.8,655590,34980,54810
47-5070,51-9198,0.042434464353482776,0.009474332913181477,Helpers--Production Workers,"Roustabouts, Oil and Gas",73648.85,329864.86,350410,29380,54810
47-5070,47-5070,0.8643184788357184,0.8462651156607286,"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",73648.85,75220.0,54810,40220,54810
47-5070,51-9040,0.04368563799706309,0.011854159292504912,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Roustabouts, Oil and Gas",73648.85,271415.03,72870,36800,54810
47-5070,49-9096,0.007737914441298135,0.004701712830844652,Riggers,"Roustabouts, Oil and Gas",73648.85,121208.7,20970,51330,54810
49-3010,33-9030,0.012200723614886354,0.001973430863927523,Security Guards and Gaming Surveillance Officers,Aircraft Mechanics and Service Technicians,1210132.65,7481637.32,1124610,32090,131690
49-3010,37-3010,0.005707998623126151,0.000765455302733728,Grounds Maintenance Workers,Aircraft Mechanics and Service Technicians,1210132.65,9023956.69,994880,31600,131690
49-3010,43-1010,0.004748743453868467,0.0004980981218272577,First-Line Supervisors of Office and Administrative Support Workers,Aircraft Mechanics and Service Technicians,1210132.65,11537103.33,1477560,59340,131690
49-3010,43-9190,0.000541479894786741,0.0001462595950992906,Miscellaneous Office and Administrative Support Workers,Aircraft Mechanics and Service Technicians,1210132.65,4480133.42,196570,37480,131690
49-3010,51-3010,0.00023123208848220073,0.00016631684564621778,Bakers,Aircraft Mechanics and Service Technicians,1210132.65,1682460.36,180010,28660,131690
49-3010,53-7064,0.0018133652538008954,0.0005534529515803886,"Packers and Packagers, Hand",Aircraft Mechanics and Service Technicians,1210132.65,3964948.59,663970,26490,131690
49-3010,49-3023,0.003513131804186922,0.0006342473542952653,Automotive Service Technicians and Mechanics,Aircraft Mechanics and Service Technicians,1210132.65,6702992.88,648050,43730,131690
49-3010,53-4030,0.00534293038040086,0.015130775758602884,Railroad Conductors and Yardmasters,Aircraft Mechanics and Service Technicians,1210132.65,427318.11,42360,66080,131690
49-3010,15-2030,0.0047950334205097275,0.004972367649320202,Operations Research Analysts,Aircraft Mechanics and Service Technicians,1210132.65,1166974.55,104200,88350,131690
49-3010,49-3010,0.9611053614659517,0.9626097635571024,Aircraft Mechanics and Service Technicians,Aircraft Mechanics and Service Technicians,1210132.65,1208241.41,131690,65230,131690
51-9120,33-9030,0.002730529084787798,0.0004386037253139663,Security Guards and Gaming Surveillance Officers,Painting Workers,1201772.22,7481637.32,1124610,32090,156470
51-9120,41-1010,0.0028588603920300304,9.589349525241317e-05,First-Line Supervisors of Sales Workers,Painting Workers,1201772.22,35828280.02,1429100,51930,156470
51-9120,41-2010,0.00021181759385318459,1.115542157643032e-05,Cashiers,Painting Workers,1201772.22,22819083.82,3657570,23270,156470
51-9120,53-3030,0.0009197936860281227,4.199032843569493e-05,Driver/Sales Workers and Truck Drivers,Painting Workers,1201772.22,26324692.88,3130500,40920,156470
